OSEBuildingID,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions
33548,University,SCCC SCIENCE AND MATH,1814 HARVARD ST,6003001335,3,EAST,2006,1,5,84000,0,84000,College/University,84300,144.5,149.1999969,262,264.3999939,12184124,12581302,0,1303202.75,4446528,77375.96094,7737596,441.94
34148,Mid-Rise Multifamily,David Colwell Building,111 Yale Avenue N,6849700055,7,LAKE UNION,2000,1,6,79684,0,79684,Multifamily Housing,75232,42.20000076,45,106,111.1999969,3383356.75,3611483.5,0,693875.3125,2367503,10158.54004,1015854,70.46
34248,Low-Rise Multifamily,The Wesley at Dravus,20 W. Dravus St.,1972205035,7,MAGNOLIA / QUEEN ANNE,2004,1,4,22625,0,22625,Multifamily Housing,22625,41.59999847,45,88.59999847,95,941564.8125,1017804.875,0,142560.5938,486417,4551.47998,455148,27.56
34348,Retail Store,Pike Plaza,1401 2nd Ave,6065010000,7,DOWNTOWN,1991,1,3,103000,0,103000,Retail Store,103000,50.59999847,52.29999924,139.3000031,141,5214621.5,5390147.5,0,1243594.5,4243144,9714.768555,971477,81.18
34891,Supermarket / Grocery Store,70500883 -- West Seattle,4550 42nd Ave SW,1333100000,1,SOUTHWEST,2008,1,1,37864,0,37864,Supermarket/Grocery Store,37864,212,218.1000061,521,523.9000244,8025696,8257472.5,0,1584877.375,5407602,26180.93359,2618093,176.75
34908,Supermarket / Grocery Store,70500887 -- Broadway Market,509-23 BROADWAY E,6850700315,3,EAST,1950,1,2,66497,0,66497,Supermarket/Grocery Store,66497,139.6999969,139.6999969,433.7000122,433.7000122,9290214,9290214,0,2676731.75,9133009,1572.034546,157203,72.02
35391,Retail Store,LUMEN Commercial,500 Mercer st,4458720000,7,MAGNOLIA / QUEEN ANNE,2006,1,4,34010,0,34010,Retail Store,38428,92.69999695,94,290.8999939,295.1000061,3560614.25,3611326.75,0,1043556.188,3560614,0,0,24.82
35392,Supermarket / Grocery Store,70500881 -- Uptown,500 Mercer Street,4458720010,7,MAGNOLIA / QUEEN ANNE,2006,1,4,45980,0,45980,Supermarket/Grocery Store,45980,180.6000061,186.5,433.7000122,439.7999878,8305255,8573323,0,1573632.75,5369235,29360.19727,2936020,193.36
35431,Mid-Rise Multifamily,Overlook at Magnolia Building D,3601 26th Pl W.,5036300605,7,MAGNOLIA / QUEEN ANNE,1970,1,5,34728,0,34728,Multifamily Housing,34728,29.79999924,31.5,93.59999847,98.90000153,1034941.313,1094116.125,0,303323.9063,1034941,0,0,7.21
35436,Mid-Rise Multifamily,Overlook at Magnolia Building F,3500 27th Pl W.,5036300605,7,MAGNOLIA / QUEEN ANNE,1970,1,5,34480,0,34480,Multifamily Housing,34480,22.39999962,23.70000076,70.19999695,74.5,771296.8125,817799.125,0,226054.0938,771297,0,0,5.38
36034,Retail Store,Harvard Market,1401 Broadway,3148650000,3,EAST,1996,0,3,45743,0,45743,Retail Store,45243,117.4000015,115.5,322.2999878,316.3999939,5313217,5227773.5,0,1262439.75,4307444,10057.71973,1005772,83.45
36087,Low-Rise Multifamily,Henry M. Jackson Apts.,751 North 135th Street,1926049347,5,NORTHWEST,1984,1,4,56800,0,56800,Multifamily Housing,56800,35.40000153,37.29999924,83.30000305,87.30000305,2009703.25,2119729,0,367703.6875,1254605,7550.979492,755098,48.85
36587,Other,Meredith Mathews East Madison YMCA,1700 23rd Ave,9828200095,3,CENTRAL,1991,1,1,45000,0,45000,Fitness Center/Health Club/Gym,45000,77.90000153,83.80000305,130.6000061,136.8000031,3505497,3769240.5,0,308219.1875,1051644,24538.52734,2453853,137.66
37008,Other,CenturyLink Field Event Center,1000 Occidental Ave.,7666204876,2,GREATER DUWAMISH,1999,1,6,333698,0,333698,Parking,432903,41.09999847,43.90000153,102.0999985,105,13730204,14658050,0,2755550,9401937,43282.66797,4328267,295.42
37248,Warehouse,Rainier Malt House,5840 Airport Way South,3466800063,2,GREATER DUWAMISH,1904,1,4,72859,0,72859,Non-Refrigerated Warehouse,72859,20.60000038,21.60000038,63.29999924,66.5,1498457.875,1577083.25,0,426578.1875,1455485,429.7299805,42973,12.43
39332,K-12 School,South Shore K-8,4800 S. Henderson,2123700250,2,SOUTHEAST,2009,1,2,138705,0,138705,K-12 School,138705,35.79999924,38.5,82.80000305,85.69999695,4959298,5344758,0,880538,3004396,19549.02148,1954902,124.77
39673,Low-Rise Multifamily,McLean Commons,5425 Delridge way SW,1953000000,1,DELRIDGE,2002,1,3,20000,0,20000,Multifamily Housing,23752,21.89999962,23.10000038,68.90000153,72.5,521030.5938,548126.375,0,152705.2969,521030,0,0,3.63
39768,High-Rise Multifamily,Coppins Well (1200 Madison),1000 Minor Ave,1978200720,3,EAST,2012,1,17,236148,0,236148,Multifamily Housing,193868,47.29999924,49.79999924,108.1999969,113,9162810,9650151,0,1591804.25,5431236,37315.73438,3731573,236.05
40008,Mixed Use Property,(ID#40008) KC Metro Transit Power Distribution,2255 4TH AVE S,7666205180,2,GREATER DUWAMISH,2004,1,3,21947,0,21947,Other,14877,57.79999924,61.59999847,136,139.3000031,1554599.25,1658135.375,0,284170.9063,969591,5850.080078,585008,37.83
40028,Warehouse,Sandpoint #5,7561 63rd Ave NE,225049077,4,NORTHEAST,1940,1,0,384772,0,384772,Non-Refrigerated Warehouse,349953,36.70000076,39,84.09999847,86.5,15206762,16139557,0,2642108,9014872,61918.87891,6191888,391.7
40031,Medical Office,Sandpoint #25,6222 NE 74th St,225049077,4,NORTHEAST,1960,1,0,30287,0,30287,Medical Office,28050,78.19999695,81.30000305,217.3999939,220.6000061,2193115,2279632.5,0,532064.6875,1815405,3777.100342,377710,32.72
40034,Small- and Mid-Sized Office,Sandpoint #29,6200 NE 74th ST,225049077,4,NORTHEAST,1960,1,0,21931,0,21931,Office,31845,124,134.8000031,221.8999939,233.3000031,3947209.25,4292216,0,409903.5,1398591,25486.18555,2548619,145.11
40067,Small- and Mid-Sized Office,Olympic Block,101 Yesler Way,5247800440,7,DOWNTOWN,1985,1,6,73102,0,73102,Office,92723,46.5,48.40000153,145.8999939,151.8000031,4307238.5,4483478,0,1262379.25,4307238,0,0,30.03
40348,Mixed Use Property,Broadway Market,401 Broadway E,6850700316 and 6850700315,3,EAST,1916,1,2,140823,59401,81422,Parking,89820,19.70000076,19.79999924,58.79999924,58.90000153,2762846,2778832.75,0,748809.6875,2554939,2079.069824,207907,28.85
40388,Low-Rise Multifamily,Magnolia Manor,2710 West Manor Place,5036300165,7,MAGNOLIA / QUEEN ANNE,1968,1,4,24386,0,24386,Multifamily Housing,24386,23.60000038,24.70000076,74,77.59999847,574650.375,602367.6875,0,168420.4063,574650,0,0,4.01
40447,Mixed Use Property,OCC Complex,2700 Airport Way S,7666203010,2,GREATER DUWAMISH,1966,5,1,87458,0,87458,Office,41097,96.90000153,106,194.6999969,204.3000031,8475238,9271981,0,1140189.75,3890327,45849.10547,4584911,270.63
40529,Low-Rise Multifamily,Beacon View B,1702 11th Ave S,7660600235,2,GREATER DUWAMISH,1968,1,4,35796,0,35796,Multifamily Housing,35796,28,30.20000076,87.80000305,95,1001304.125,1082554.25,0,293465.4063,1001304,0,0,6.98
41068,Low-Rise Multifamily,(ID41068) Amesbury Court Apartments (Bldg B),13735 Linden Ave N,164000222,5,NORTHWEST,1990,1,4,43228,0,43228,Multifamily Housing,43228,22,22.79999924,69.19999695,71.69999695,953059.875,987194.625,0,279325.8125,953060,0,0,6.64
41070,Low-Rise Multifamily,(ID41070) Amesbury Court Apartments (Bldg A),13731 Linden Ave N,164000222,5,NORTHWEST,1990,1,4,35560,0,35560,Multifamily Housing,43228,18.10000038,18.60000038,56.79999924,58.5,644415,664131.3125,0,188867.2031,644415,0,0,4.49
41527,Mid-Rise Multifamily,Elliott Bay View,151 John St,1985200120,7,MAGNOLIA / QUEEN ANNE,2011,1,7,36179,0,36179,Multifamily Housing,28309,54.40000153,56.59999847,133.3000031,139.1000061,1540258.5,1602826.875,0,302247.5,1031268,5089.900391,508990,34.22
41928,Supermarket / Grocery Store,Safeway 1586 - 15th Ave,12318 15th Ave NE,6798100875,5,NORTH,2011,1,1,51400,0,51400,Supermarket/Grocery Store,51841,225.6999969,233,514.7999878,522.4000244,11702959,12081430,0,2019099.75,6889168,48137.89844,4813790,303.69
41987,Mid-Rise Multifamily,WA021_AVA Queen Anne,330 3rd Avenue West,1989200620,7,MAGNOLIA / QUEEN ANNE,2011,1,6,290520,0,290520,Multifamily Housing,203481,33.29999924,34.79999924,73.5,76.30000305,6769410.5,7084125,0,1101238.625,3757426,30119.83789,3011984,186.16
42067,Mixed Use Property,Broadway Building,1620 Broadway,6003000620,3,EAST,2010,0,6,184980,0,184980,Multifamily Housing,88132,52.70000076,53.40000153,128.6999969,129.5,6897247.5,6985374.5,0,1346188.75,4593196,23040.50977,2304051,154.39
42069,Small- and Mid-Sized Office,NORTH POINTE,2101 N 34TH ST,6147900000,4,LAKE UNION,1993,1,1,26263,0,26263,Office,26263,62.20000076,63.70000076,195.3999939,199.8999939,1634669.375,1671740.25,0,479094.0938,1634669,0,0,11.4
42070,Low-Rise Multifamily,Tamarack Place,4616 Martin Luther King Jr Way S,8562990000,2,SOUTHEAST,2010,1,4,88449,0,88449,Multifamily Housing,79257,44,45.70000076,118,122.0999985,3890340,4043773.5,0,890901.375,3039755,8505.839844,850584,66.37
42074,Low-Rise Multifamily,Brettler Family Place,6870 62nd Ave NE,225049067,4,NORTHEAST,2011,1,3,31930,0,31930,Multifamily Housing,31930,26.39999962,27.29999924,82.80000305,85.69999695,841915.875,871502.6875,0,246751.4063,841916,0,0,5.87
42076,Low-Rise Multifamily,Lake City Court,12536 33RD AVE NE,1453601100,5,NORTH,2011,1,4,138121,0,138121,Multifamily Housing,136923,32,33.79999924,64.80000305,66.80000305,4415329,4668408,0,605888.1875,2067290,23480.38086,2348038,139.12
42087,Mid-Rise Multifamily,GOSSETT PLACE APARTMENTS,4719 12TH AVE NE,6746700955,4,NORTHEAST,2011,1,6,39636,0,39636,Multifamily Housing,41000,41.29999924,42.59999847,129.5,133.6999969,1692199.25,1747203.75,0,495232.0938,1689732,24.67000008,2467,11.91
42168,Low-Rise Multifamily,Brettler Family Place Bld 2,6800 62nd Ave NE,225049067,4,NORTHEAST,2011,1,3,29646,0,29646,Multifamily Housing,29744,26.60000038,28.10000038,83.40000153,88.09999847,790039.8125,834360.5,0,231547.4063,790040,0,0,5.51
43247,Low-Rise Multifamily,Harvard Crest,135 Harvard Ave. East,6003002130,3,EAST,1927,1,3,29656,0,29656,Multifamily Housing,29656,29,31.60000038,67.5,75.09999847,859137.125,937759.8125,0,154107.5938,525815,3333.219971,333322,21.37
43867,Mid-Rise Multifamily,Hong Kong Building,507 Maynard Ave S,5247801915,2,DOWNTOWN,1927,1,5,39493,8500,30993,Multifamily Housing,24015,126.4000015,126.4000015,221.3999939,221.3999939,4133811,4133811,0,407024,1388766,27450.44922,2745045,155.47
43948,Other,Georgetown Steamplant,6605 13th Avenue South,0,2,GREATER DUWAMISH,1906,1,2,39212,0,39212,Other,39212,1.799999952,1.799999952,5.800000191,5.800000191,72370.39844,72370.39844,0,21210.59961,72371,0,0,0.5
44187,Mid-Rise Multifamily,The Douglas,1223 E. Cherry Street,7948300005,3,CENTRAL,2011,1,5,140254,0,140254,Multifamily Housing,108099,35.70000076,37.29999924,90.09999847,93.59999847,4396566,4596143,0,906903.6875,3094355,13022.09961,1302210,90.73
44267,Low-Rise Multifamily,Santos Place Apts,6940 62nd Ave NE,225049066,4,NORTHEAST,1947,1,3,38264,0,38264,Multifamily Housing,38264,43.09999847,46.70000076,86,91.40000153,1648774.375,1786300,0,218790.5,746513,9022.610352,902261,53.12
45287,Other,Medgar Evers Pool,500 23 Ave E,7544800245,3,CENTRAL,1968,0,1,21400,0,21400,Other - Recreation,11737,249.3000031,261.7000122,515.2000122,528.2000122,5170809.5,5427452.5,0,736986.875,2514599,26562.09961,2656210,158.6
45927,Laboratory,Reasearch and Training Building,300 Ninth Avenue,8590900220,3,EAST,2000,1,8,178000,0,178000,Laboratory,181930,292.2000122,302.7000122,587.2000122,594.4000244,53166156,55068016,31030194,6487678.5,22135959,0,0,2549.47
46427,Mid-Rise Multifamily,Citizen Apts,1222 East Madison Street,6003000085,3,EAST,2012,1,6,102696,0,102696,Multifamily Housing,102696,25.10000038,26.10000038,66,68.59999847,2580050.25,2678970,0,570958.6875,1948111,6319.390137,631939,47.14
48287,Large Office,Central Link Operations and Maintenance Facility,3407 Airport Way South,7666203110,2,GREATER DUWAMISH,2005,1,4,162157,0,162157,Office,88698,251.6000061,255.3999939,718.7999878,722.7000122,40613740,41225944,0,10290406,35110865,55028.67188,5502867,537.03
49467,Mid-Rise Multifamily,Jefferson,1206 East Jefferson St,7948300165,3,CENTRAL,2012,1,6,57495,0,57495,Multifamily Housing,45113,26.89999962,27.79999924,65,67,1338373.5,1379927.25,0,255972.7969,873379,4649.94043,464994,30.78
49687,Supermarket / Grocery Store,Safeway 1885 - 1st Ave,516 1st Ave W,8681450000,7,MAGNOLIA / QUEEN ANNE,2003,1,4,33997,0,33997,Supermarket/Grocery Store,33997,262.6000061,267.2999878,781.2999878,796.0999756,8926736,9086338,0,2410499.75,8224625,7021.100098,702110,94.63
49693,Mid-Rise Multifamily,Tressa Apartments(ID49693),14200 Linden Ave N,4340200000,5,NORTHWEST,2010,1,6,375502,137061,238441,Multifamily Housing,375502,22.5,22.60000038,32.20000076,32.5,8435093,8474710,0,453672,1547929,68871.64063,6887164,376.57
49695,Large Office,City Place V - SEDO,207 Boren Ave. North,1986200350,7,LAKE UNION,2012,1,11,526423,0,526423,Office,400536,42.79999924,42.79999924,129.8999939,129.8999939,17463744,17463744,0,4855051,16565434,8983.080078,898308,163.19
49697,Mixed Use Property,Prudential Building,114 Alaskan Way S,5247800025,7,DOWNTOWN,1902,1,6,74211,0,74211,Office,33279,21.5,22.79999924,67.5,71.5,1357119.875,1438856.625,0,397749,1357120,0,0,9.46
49698,Mid-Rise Multifamily,Lawrence Lofts,1818 E Madison St.,7234601230,3,Central,2012,1,6,174654,0,174654,Multifamily Housing,124279,28.20000076,29,84.90000153,87.5,3640395.5,3743815.75,0,1003112.313,3422619,2177.76001,217776,35.43
49699,Warehouse,21615-Seattle/10020 MartinLutherKing,10020 Martin Luther King Jr Way S,323049141,2,SOUTHEAST,1988,1,2,45700,0,45700,Non-Refrigerated Warehouse,293707,5.300000191,5.300000191,15.80000019,15.80000019,1544193.75,1547490.125,0,422506.9063,1441594,1025.999756,102600,15.5
49703,K-12 School,Catharine Blaine K-8,2550 34th Ave. W.,2225039016,7,MAGNOLIA / QUEEN ANNE,1952,1,1,116101,0,116101,K-12 School,119685,0,0,0,0,0,0,0,0,0,49936.19531,4993620,265.21
49704,Mid-Rise Multifamily,KOI,1139 NW Market St,2768300135,6,BALLARD,2012,1,6,177528,0,177528,Multifamily Housing,128621,32.90000153,34.5,78.19999695,81.09999847,4228238,4431765.5,0,787496.1875,2686937,15413.00977,1541301,100.59
49705,Other,Magnuson,7400 Sand Point Way NE,225049062,4,NORTHEAST,1929,8,0,502030,0,502030,Other - Recreation,564258,32.70000076,36.59999847,69,74.30000305,18470340,20672948,0,2743225,9359884,91104.54688,9110455,549.11
49706,Mid-Rise Multifamily,Terravita,514 E. Pine St.,8804900775,3,EAST,2011,1,6,153767,0,153767,Multifamily Housing,153767,27.5,29.20000076,66.90000153,70.59999847,4225362.5,4485060,0,820384.8125,2799153,14262.08984,1426209,95.26
49707,Mid-Rise Multifamily,View 420 LLC,420 Queen Anne Ave N,1988200105,7,MAGNOLIA / QUEEN ANNE,2012,1,6,43762,0,43762,Multifamily Housing,27849,23.89999962,24.60000038,75,77.30000305,665200.1875,685504.8125,0,194959,665200,0,0,4.64
49709,Other,"Seattle ProCure Management, LLC.",1570 North 115th Street,3026049128,5,NORTHWEST,2012,1,2,53575,0,53575,Urgent Care/Clinic/Other Outpatient,53575,593.5999756,593.5999756,1527.300049,1527.300049,31803568,31803568,0,6791757.5,23173477,86300.89063,8630089,619.9
49710,Mid-Rise Multifamily,Lyric,230 Broadway East,4700000000,3,EAST,2012,1,7,224577,0,224577,Multifamily Housing,246342,29,29.29999924,71.5,71.90000153,7811542.5,7895507.5,0,1549271.125,5286113,25254.29102,2525429,170.98
49712,Large Office,Home Plate Center,1501 1st Ave S,7666207075,2,GREATER DUWAMISH,2012,1,6,157345,0,157345,Office,157345,73.90000153,74.09999847,228.8000031,229.1000061,11624548,11666007,0,3336922,11385578,2389.690186,238969,92.07
49714,Mid-Rise Multifamily,Barclay Broadway,412 Broadway,2197600185,3,EAST,2012,1,6,94933,0,94933,Multifamily Housing,100419,27.5,29.10000038,65.5,68.90000153,2757855.5,2921981.25,0,516312.3125,1761658,9961.975586,996198,65.19
49715,Residence Hall,Elm Hall,1218 NE Campus Pkwy,1142002135,4,NORTHEAST,2012,1,5,136758,0,136758,Residence Hall/Dormitory,207017,30.29999924,32.20000076,66.40000153,70.09999847,6275367.5,6662918.5,0,1002526.313,3420620,28547.47656,2854748,175.46
49716,Residence Hall,Alder Hall,1315 NE Campus Parkway,1142002345,4,NORTHEAST,2012,1,7,192259,0,192259,Residence Hall/Dormitory,188118,44.90000153,47.59999847,110.6999969,116.4000015,8767617,9286532,0,1738490.25,5931729,28358.87891,2835888,191.97
49717,Low-Rise Multifamily,Columbia City Station (Seattle Compliance Only),4484 M L King Jr. Way S,6056111060,2,SOUTHEAST,2012,1,4,43210,0,43210,Multifamily Housing,43210,40.79999924,43,99.30000305,104.5999985,1764879.125,1856761.875,0,342060.0938,1167109,5977.699707,597770,39.88
49718,Other,South Transfer Station,130 South Kenyon St.,2924049006,1,GREATER DUWAMISH,2012,2,2,137138,0,137138,Other - Utility,138602,39.5,40.20000076,124,126.3000031,5475367,5574345,0,1604738.125,5475366,0,0,38.17
49719,Low-Rise Multifamily,SEVEN HILLS APTS (ID49719),1919 QUEEN ANNE AVE N,1794501135,7,MAGNOLIA / QUEEN ANNE,2012,1,4,74964,0,74964,Multifamily Housing,45700,49.79999924,49.79999924,92.59999847,92.59999847,2277238.25,2277238.25,0,258357.9063,881517,13957.21094,1395721,80.27
49721,Low-Rise Multifamily,WEST NEWTON FLATS (ID49721),2311 W NEWTON ST,2771604405,7,MAGNOLIA / QUEEN ANNE,2012,1,3,21753,0,21753,Multifamily Housing,20890,40,43.09999847,111.0999985,117.0999985,836437.6875,900955.1875,0,202385,690538,1458.999878,145900,12.56
49722,Mid-Rise Multifamily,53444 - Nova Apartments,4600 36th Avenue SW,952008170,1,SOUTHWEST,2012,1,5,59205,0,59205,Multifamily Housing,51436,33.5,34.90000153,81.40000153,85.09999847,1721433.625,1797357.75,0,333516.1875,1137957,5834.760254,583476,38.92
49725,Other,VM Seattle Hospital & Medical Center - Jones Pavilion,1010 Spring St,8590901075,3,EAST,2012,1,7,267470,0,267470,Other,160482,159.1999969,159.6999969,363.7000122,361.3999939,42584028,42715544,18547858,6974182.5,23795911,0,0,1597.56
49728,High-Rise Multifamily,Via6 - Residential (EPL),2121 6th Avenue,660000040,7,DOWNTOWN,2012,1,24,602398,0,602398,Multifamily Housing,736307,34.5,35.59999847,85.80000305,88.19999695,25397086,26200772,0,5120527.5,17471240,79258.4375,7925844,542.74
49729,Mid-Rise Multifamily,Oakwood SeattleSouth LakeUnion (Hue),717 Dexter Ave North,2249000255,7,MAGNOLIA / QUEEN ANNE,2012,0,7,119219,0,119219,Multifamily Housing,131890,23.20000076,24.89999962,50.29999924,53.90000153,3063969.75,3288605.5,0,479890.8125,1637387,14265.82031,1426582,87.18
49730,Mid-Rise Multifamily,Union at South Lake Union (Municipal Benchmarking Account,905 Dexter Ave North,2249500075,7,MAGNOLIA / QUEEN ANNE,2012,1,7,334785,0,334785,Multifamily Housing,256573,37.5,39.5,79.40000153,81.5,9722237,10233810,0,1453230,4958421,47638.16016,4763816,287.57
49731,Mid-Rise Multifamily,Muriel's Landing,5240 UNIVERSITY WAY NE,8816400655,4,NORTHEAST,2012,1,7,74421,0,74421,Multifamily Housing,60084,61.90000153,63.29999924,138.8999939,141.8999939,3720750.75,3800515,0,622243.375,2123094,15976.55957,1597656,99.65
49732,Hospital,Seattle Children's Hospital Building Hope,4500 40th Ave NE,1025049265,4,NORTHEAST,2013,1,8,330000,0,330000,Hospital (General Medical & Surgical),241500,239.1999969,239.1999969,490.8999939,490.8999939,57764408,57764408,0,8119308.5,27703081,300613.25,30061325,1789.69
49733,High-Rise Multifamily,The Post,888 Western Avenue,7666202540,7,DOWNTOWN,2013,1,16,194228,73392,120836,Multifamily Housing,202675,39.79999924,40,110,110.1999969,8066399.5,8101542.5,0,1939091,6616178,14502.2002,1450220,123.15
49734,Low-Rise Multifamily,Collage Apartments,3606 Woodland Park Ave North,2261500150,4,LAKE UNION,2012,1,4,31962,0,31962,Multifamily Housing,29788,33.40000153,34.29999924,104.8000031,107.8000031,994194.875,1022276.375,0,291381.8125,994195,0,0,6.93
49735,Low-Rise Multifamily,Aurora House,10507 Aurora Ave. N.,2291400310,5,NORTHWEST,2012,1,4,54771,0,54771,Multifamily Housing,52596,23.39999962,23.39999962,73.30000305,73.30000305,1228963.75,1228963.75,0,359669.5938,1227193,17.70999908,1771,8.65
49736,Low-Rise Multifamily,Cottage Grove Commons,5444 Delridge Way SW,1773101555,1,DELRIDGE,2013,1,4,27950,0,27950,Multifamily Housing,27950,80.30000305,85.40000153,158.6999969,164.1000061,2245568.25,2388272.5,0,291369,994151,12514.16895,1251417,73.39
49737,Retail Store,MARQUEEN / MQH,600 Queen Anne Ave N,701100-0000,7,MAGNOLIA / QUEEN ANNE,1918,1,3,43832,0,43832,Retail Store,24588,92.19999695,96.90000153,163.5,165.8999939,3886545,4085534.75,0,393837.5,1343774,25427.71094,2542771,144.41
49738,Other,Jefferson Square SWAS1490/,42nd Ave. SW and SW Alaska St.,7579200260,1,SOUTHWEST,1987,1,6,146363,0,146363,Strip Mall,146363,80.09999847,83,176.1000061,177.8999939,11730555,12145596,0,1887028.375,6438541,52920.12891,5292013,325.94
49739,Mid-Rise Multifamily,Williams Apartments,219 Pontius Ave. N,2467400441,7,LAKE UNION,2013,1,6,41502,0,41502,Multifamily Housing,43186,51.59999847,55.70000076,98,102.4000015,2227908.75,2406215,0,265659.3125,906430,13214.79004,1321479,76.5
49767,Mid-Rise Multifamily,Pine + Minor,1551 Minor Ave,660001905,7,EAST,2013,1,7,88974,3202,85772,Multifamily Housing,89799,28.89999962,30,72.80000305,76,2599171.75,2691752.5,0,533621.5,1820717,7784.549805,778455,54.04
49771,Senior Care Community,Interurban Senior Living,14002 linden Ave N,3603900000,5,NORTHWEST,2012,1,7,120000,0,120000,Senior Care Community,120000,42.09999847,44.29999924,99.40000153,103.9000015,5053635,5313724.5,0,927731.5,3165420,18882.15039,1888215,122.35
49772,Low-Rise Multifamily,708 Uptown (Seattle) - Municipal Benchmarking,708 6th Ave N,2249000235,7,MAGNOLIA / QUEEN ANNE,2013,1,4,108872,0,108872,Multifamily Housing,86258,28.20000076,30.10000038,88.09999847,94,2435382,2595029.5,0,707120.8125,2412696,0,0,16.82
49775,Supermarket / Grocery Store,SAFEWAY 2932,2622 CALIFORNIA AVE SW,2301550010,1,SOUTHWEST,2011,1,1,67263,0,67263,Supermarket/Grocery Store,67263,218.5,226.1000061,517.5,525.5999756,14697487,15210667,0,2717599.5,9272449,54250.36328,5425036,352.77
49776,Large Office,Market Place Tower,2025 1st Avenue,1977200471,7,DOWNTOWN,1988,1,13,354086,149326,204760,Office,193393,56.70000076,59.29999924,167.6999969,174.3999939,13458948,14070366,0,3601493.5,12288296,11706.50879,1170651,147.84
49777,Mid-Rise Multifamily,H2O Apartments,201 W. Harrison St.,1989200630,7,MAGNOLIA / QUEEN ANNE,2013,1,6,21762,0,21762,Multifamily Housing,30216,36.20000076,37.59999847,88.30000305,91.90000153,1093757.75,1135424.25,0,213122.4063,727174,3665.840088,366584,24.54
49778,Worship Facility,Center for Spiritual Living,5801 SAND POINT WAY NE,1025049006,4,NORTHEAST,2008,1,2,70292,0,70292,Worship Facility,70292,27.5,30.5,58,61.09999847,1933811.625,2145036.25,0,286556.6875,977731,9560.799805,956080,57.59
49779,Mid-Rise Multifamily,Ernestine Anderson Place,2010 S Jackson Street,3319501010,3,CENTRAL,2013,0,6,38407,0,38407,Multifamily Housing,43793,32.59999847,34.5,102.4000015,108.1999969,1427482.75,1509575.75,0,418371.1875,1427482,0,0,9.95
49780,Other,2020 Fifth Avenue Dat Center,2020 Fifth Avenue,659000905,7,DOWNTOWN,1975,1,7,90679,35120,55559,Data Center,60000,694.7000122,694.7000122,2181.300049,2181.300049,41680640,41680640,0,12215895,41680634,0,0,290.57
49781,Mid-Rise Multifamily,Nyer-Urness House,1753 NW 56th St,2767700740,6,BALLARD,2013,1,7,51287,0,51287,Multifamily Housing,42215,53,54.79999924,121,122.9000015,2665558.25,2756073.25,0,461092.5938,1573248,10923.10156,1092310,68.98
49783,Laboratory,UW Medicine Phase 3.1,750 Republican Street,1988201435,7,LAKE UNION,2013,0,8,339591,114010,225581,Laboratory,172793,240.8999939,248.1999969,547.7000122,550.0999756,41696464,42959812,0,7154221.5,24410204,172862.5625,17286256,1088.25
49784,Small- and Mid-Sized Office,Bullitt Center,1501 E. Madison St.,7234600195,3,CENTRAL,2013,1,6,52000,0,52000,Office,48159,7.099999905,5,2,-2.099999905,342726.0938,240132.0938,0,-33826.80078,-115417,0,0,-0.8
49785,Mid-Rise Multifamily,Kavela Apartments,845 NE 66th St,9528103115,4,NORTHEAST,2013,1,6,84577,0,84577,Multifamily Housing,38919,48.40000153,50.29999924,111.4000015,113.5,1883200.75,1959221.25,0,330875.3125,1128947,7542.540039,754254,47.93
49786,Mid-Rise Multifamily,206 Bell,206 Bell Street,656000220,7,DOWNTOWN,2013,1,8,53708,0,53708,Multifamily Housing,89000,65.90000153,68.19999695,149.8000031,155.3999939,6182350.5,6400496.5,0,1061569.75,3622076,25602.74023,2560274,161.23
49787,Low-Rise Multifamily,Trimark-Rev Fremont,317 Northwest 41st Street,7442000360,6,Ballard,2013,1,4,56184,0,56184,Multifamily Housing,36565,31.10000038,31.89999962,78.80000305,80.69999695,1137504.75,1164848.25,0,236750.2031,807792,3297.129883,329713,23.14
49788,Mid-Rise Multifamily,The Alder Flats,220 10th Ave,2197600490,3,EAST,2013,1,6,31981,0,31981,Multifamily Housing,31981,27.10000038,27.89999962,85.09999847,87.59999847,866825.375,892695.5,0,254052,866825,0,0,6.04
49789,High-Rise Multifamily,The Martin,2105 5th Avenue,696000055,7,DOWNTOWN,2013,1,24,295754,0,295754,Multifamily Housing,241268,40.90000153,42.59999847,95,97.5,10055690,10475740,0,1795295.25,6125547,39301.41797,3930142,251.43
49790,Mid-Rise Multifamily,The Local 418,418 Bellevue Ave E,6848200195,3,EAST,2013,1,6,24457,0,24457,Multifamily Housing,37618,27.89999962,28.60000038,66.59999847,68.5,1048781,1075506.75,0,196947.7969,671986,3767.949707,376795,24.7
